date,state_0,state_1,state_2,state_3
2015-07-29,0.9999999999997726,1.9136603673896905e-13,2.1887663104698857e-17,1.5371078474079542e-44
2015-07-30,0.9999999999997726,7.853881029696253e-14,2.2131530949818625e-13,1.734941282115772e-36
2015-07-31,0.9999999999993179,6.428610890727191e-13,3.393572609618929e-15,2.4767361961300053e-43
2015-08-03,0.9999999999949978,1.219594908535281e-13,4.974636120362843e-12,1.3942732400367768e-33
2015-08-04,1.0,1.0752363511719622e-13,4.017522040031666e-19,1.3156466987789385e-52
2015-08-05,0.9999999999997726,2.2907336853740204e-13,8.508889041825903e-14,1.7296365437581675e-36
2015-08-06,0.9999999999943157,5.595513541765022e-12,9.674708593417885e-22,4.0771920223698143e-60
2015-08-07,0.9999999999988631,1.2126117119983404e-12,7.2626598220425495e-19,1.0156862978381319e-52
2015-08-10,0.9999999999990905,9.780631301885762e-13,5.002697579137956e-20,7.044771818438895e-53
2015-08-11,0.9999999999984084,1.4059678316711576e-13,1.4353426989886622e-12,9.905904867405493e-40
2015-08-12,0.9999999999995453,5.485594990581337e-13,4.854255480849512e-17,9.154671662158736e-50
2015-08-13,0.9999999997733084,8.136003596099941e-14,2.2653805594027191e-10,2.3748650546545742e-32
2015-08-14,0.999999999986585,6.659367765620896e-14,1.3257265070189588e-11,4.420159615755597e-37
2015-08-17,1.0,8.378006761724454e-15,3.5169040388961784e-23,5.337743742140094e-60
2015-08-18,1.0,2.945145161177488e-15,3.121316073228312e-22,7.956477336992016e-55
2015-08-19,1.0,3.7545825616255907e-16,1.2135551505262422e-23,9.674465924121597e-59
2015-08-20,1.0,3.654761183394799e-15,2.081277698200408e-22,1.1531297848289572e-57
2015-08-21,1.0,4.598461037882717e-15,5.107301831931008e-21,9.518370964887945e-56
2015-08-24,1.0,6.831905946046687e-15,1.9003820678485663e-17,6.014415227962204e-49
2015-08-25,1.0,8.278849124731305e-14,1.7740083251547812e-14,6.064630118347941e-42
2015-08-26,1.0,5.769203931832924e-15,1.9273204173761222e-17,1.5271376550876545e-47
2015-08-27,1.0,1.3686066177811134e-14,7.284282874730324e-16,1.8188860348652052e-45
2015-08-28,0.9999999998544808,1.0930178739903827e-13,1.454767600378912e-10,1.4020875825236925e-33
2015-08-31,1.0,2.1554366962396726e-13,6.74602089092493e-15,5.260127743919392e-44
2015-09-01,1.0,1.7219094745011126e-14,1.2377671593160895e-24,1.0274363205653378e-66
2015-09-02,1.0,1.709679383636523e-13,3.0050018413497546e-20,3.0149866579379405e-54
2015-09-03,1.0,3.8885003159766695e-14,4.917854337585529e-15,6.540976250269421e-42
2015-09-04,1.0,8.95778963471265e-14,4.1484137553215615e-16,3.50719075404016e-42
2015-09-07,0.9999999999995453,2.636532959642151e-13,1.7774354653732796e-13,4.416141336023875e-38
2015-09-08,1.0,7.569714624765849e-14,5.523681376991319e-16,3.27179867366214e-42
2015-09-09,1.0,2.6506137212179914e-15,2.3536273812072717e-22,2.178163344747725e-53
2015-09-10,1.0,1.0811309672619011e-14,9.866002809586945e-18,2.221448733125146e-47
2015-09-11,1.0,1.2000254373480275e-13,1.0648995168367853e-25,1.3907774206368764e-65
2015-09-14,0.9999999999986358,1.4183341172919983e-12,2.970367938714474e-18,2.84332498162513e-51
2015-09-15,0.9999999999995453,3.9202573494003187e-13,2.70673839196677e-15,7.511835146735276e-43
2015-09-16,0.9999999999968168,3.01865574828176e-12,2.1053327864432316e-14,3.701643310065046e-43
2015-09-17,0.999999999994543,5.5289804333718065e-12,1.6116713692442295e-21,9.601528770315545e-62
2015-09-18,0.9999999999558895,5.384850934384507e-13,4.347276807664458e-11,3.227027104481294e-33
2015-09-21,0.9999999999772626,3.999457878483495e-13,2.2515616136495237e-11,7.23678070753585e-34
2015-09-22,1.0,7.661362852202665e-14,2.2143411632922513e-16,2.788816862724829e-44
2015-09-23,0.9999999999995453,4.732708363249189e-13,1.884360372164747e-18,1.0348303446453225e-48
2015-09-24,0.9999999999972715,2.944216901164456e-12,4.17920137123868e-17,7.798010818931599e-51
2015-09-25,0.9999999999922693,7.947665150369159e-12,2.744285006973323e-23,4.420948961236823e-61
2015-09-28,0.9999999999968168,3.235451358447338e-12,1.999179900584989e-17,7.297117695993061e-51
2015-09-29,0.9999999999959073,3.053823786483202e-12,1.1246476531121963e-12,6.608262968401585e-41
2015-09-30,0.9999999999977263,2.126995602180175e-12,2.8098343017688682e-14,6.562447150219322e-47
2015-10-01,0.9999999999854481,1.1474430493472549e-12,1.361124102188511e-11,3.11334397305848e-36
2015-10-02,0.999999999994543,5.2585339195724205e-12,7.218487061846391e-16,9.088330056774856e-47
2015-10-05,0.9999999998694875,1.3061514748970553e-10,5.123786885169412e-22,4.206988294730833e-67
2015-10-06,0.9999999999740794,2.6062456261980576e-11,1.4718816481771516e-19,7.2611078194192464e-59
2015-10-07,0.9999999999809006,1.895579919495398e-11,1.9233329522965635e-16,3.36814431364968e-51
2015-10-08,0.9999999999613465,3.880620269435144e-11,7.963120949629002e-15,1.3095417553335848e-47
2015-10-09,0.9999999999331521,1.7372473706388158e-11,4.9395779645838794e-11,5.0847746724535225e-40
2015-10-12,0.9999999946976459,8.160132242509916e-11,5.2207225287772315e-09,1.4906040131805534e-36
2015-10-13,0.9999979521388064,1.394854108937953e-11,2.0478474294329453e-06,2.78405542377888e-29
2015-10-14,0.9999999999636202,1.2022297582532016e-11,2.417889536072677e-11,6.141008242154078e-37
2015-10-15,0.9999999999995453,3.200776807620448e-13,6.578162920399545e-21,1.419314265881318e-57
2015-10-16,0.9999999999895408,1.5428165111926022e-12,8.845820282166921e-12,1.3430398834075252e-36
2015-10-19,0.9999999999831743,1.670778272030742e-11,2.696434094072158e-18,3.365344488468677e-55
2015-10-20,0.9999999999454303,5.090905980894412e-11,3.5068410193068986e-12,2.8374826792797733e-41
2015-10-21,0.9999999999986358,1.4582003572034933e-12,1.3312580522672118e-33,3.564270544311353e-91
2015-10-22,0.9999999999995453,2.62136599006428e-13,3.5791891853188144e-16,1.6431903426789021e-46
2015-10-23,1.0,9.612944066334953e-14,7.816245220842189e-16,1.1326329039281682e-42
2015-10-26,1.0,3.25074504440932e-14,2.3328849574121717e-17,9.342320160504542e-46
2015-10-27,1.0,1.296581102407372e-13,4.584393034401184e-16,7.139655394661042e-45
2015-10-28,1.0,2.953995978574854e-14,1.7133646624598518e-19,2.411607708428263e-54
2015-10-29,1.0,8.934636625661449e-15,1.5535598216373404e-14,1.751048345433638e-42
2015-10-30,1.0,2.8062236993079124e-15,1.0228410999588233e-28,1.1189811566607355e-65
2015-11-02,1.0,2.294260326017859e-15,4.55999453037821e-18,1.331114193336297e-52
2015-11-03,1.0,4.929358211926334e-15,2.179392336231341e-22,1.2342639829238406e-56
2015-11-04,1.0,3.224139430148183e-14,1.0321499871793357e-13,3.1620245645068836e-38
2015-11-05,1.0,9.414605177641901e-15,2.3347507452409814e-15,2.262102716854437e-40
2015-11-06,0.9999999999995453,5.172811973396029e-15,3.64369239803529e-13,5.908782562533854e-37
2015-11-09,1.0,1.3526743697847492e-14,3.841009222233508e-15,4.536706466604344e-41
2015-11-10,1.0,1.275185741194239e-14,3.474213443683464e-16,1.3514304630059713e-42
2015-11-11,1.0,5.742237714025451e-14,1.0088335182026938e-15,2.615494904168162e-42
2015-11-12,1.0,2.281005340060913e-14,4.0174814772268996e-15,4.120743477177594e-39
2015-11-13,1.0,3.1020051375783514e-15,7.071049816495356e-29,3.3578572776061127e-67
2015-11-16,1.0,7.941210169158476e-16,1.3668134735398888e-29,3.0685640805825076e-75
2015-11-17,1.0,2.830426637509174e-15,1.360864223246027e-23,7.065851735309146e-62
2015-11-18,1.0,1.2092714615235515e-15,3.0629269151466487e-22,1.7814844244423994e-54
2015-11-19,1.0,2.178821090924778e-16,2.302763825687401e-28,3.4783572241451824e-72
2015-11-20,1.0,3.872800590667386e-15,5.616281886907571e-24,1.012701861508807e-62
2015-11-23,1.0,1.0721217679367726e-15,5.4984587362597775e-17,4.137220596253072e-45
2015-11-24,1.0,3.4596603963813156e-16,2.783847262429667e-25,3.7645349389991706e-64
2015-11-25,1.0,3.125609682064878e-16,8.416528354294561e-32,7.935086862569391e-82
2015-11-26,1.0,2.28418559712188e-16,8.473968456514187e-24,1.2062818387998907e-68
2015-11-27,1.0,5.504254049897787e-17,8.463265138408293e-19,7.052957012891853e-54
2015-11-30,1.0,6.996279000655874e-18,5.307728908440114e-27,3.368994733929315e-69
2015-12-01,1.0,4.020996383495685e-17,1.1740821767733322e-15,3.5910313373769005e-47
2015-12-02,1.0,1.820062521708082e-16,3.5144650665495773e-22,1.6609826715402167e-63
2015-12-03,1.0,1.974035270080487e-17,2.99332125575566e-23,2.0762486673570695e-63
2015-12-04,1.0,2.452987849983849e-17,8.099507923276285e-24,4.310191562219996e-70
2015-12-07,1.0,2.0907743547795276e-19,5.563313966936226e-32,1.524798479650255e-84
2015-12-08,1.0,1.5565548310824602e-17,1.8116856390500978e-30,4.4997756489999174e-86
2015-12-09,1.0,2.3957731300903196e-19,3.443092141790823e-31,2.593610130691582e-88
2015-12-10,1.0,9.25087731180489e-17,9.473193277024969e-30,9.035820516001144e-83
2015-12-11,1.0,1.7476526243389202e-15,1.3736460393290148e-18,1.0838585899227196e-56
2015-12-14,1.0,1.221902825559448e-15,4.017789446500597e-21,7.685334680321665e-64
2015-12-15,1.0,5.429731862447853e-16,4.082711793736178e-19,1.4344312413750838e-54
2015-12-16,1.0,3.052331074946123e-16,1.9893450273907834e-20,6.910545871884894e-60
2015-12-17,1.0,2.5019255938110667e-17,6.608615070199752e-18,2.744322482754599e-58
2015-12-18,1.0,1.862216386390126e-18,3.227442687449738e-17,1.7517636010470141e-56
2015-12-21,1.0,2.791188423687758e-17,6.0557072923911996e-15,6.419481622583463e-51
2015-12-22,1.0,4.598021048888474e-16,1.798832475637483e-14,1.0389593493742774e-50
2015-12-23,0.9999999999995453,2.3211749745892896e-16,3.0499561945049703e-13,2.943335470001986e-46
2015-12-24,0.9999999999959073,2.2695587485634314e-15,4.068078140605074e-12,1.7408247650101263e-41
2015-12-25,1.0,5.19077646281592e-16,6.919210064236503e-18,2.1913109065376322e-61
2015-12-28,1.0,3.5035501359161024e-16,1.5874937639079488e-17,1.1266996733444822e-59
2015-12-29,1.0,1.254960750357853e-15,3.324762868797503e-16,2.564280217543826e-60
2015-12-30,1.0,1.1785780968019483e-14,3.5065575696369737e-15,8.161821961268838e-57
2015-12-31,0.9999999999840838,7.997125622903843e-15,1.5953213383579092e-11,4.303383701738516e-46
2016-01-01,1.0,9.49395893465876e-14,1.3764233498701339e-14,1.1815711968139873e-52
2016-01-04,0.9999999999995453,4.422898014604111e-13,2.0495732280265617e-16,7.176440396679217e-60
2016-01-05,1.0,1.467490395056812e-14,1.6434930486032445e-20,2.9280825534830773e-61
2016-01-06,1.0,9.258691935396287e-14,6.320995404311386e-14,3.308794241792555e-47
2016-01-07,0.9999999999986358,3.4192660742752154e-13,9.096122945359748e-13,7.352743675668825e-42
2016-01-08,1.0,2.5326199072983e-14,1.0035697369189127e-16,5.304904413201954e-53
2016-01-11,0.9999999999995453,6.380733017973553e-14,3.828415645589514e-13,9.925036804385358e-47
2016-01-12,0.9999999878405107,2.1286672567186772e-13,1.2159123897402217e-08,1.8596275585660493e-37
2016-01-13,0.9999999421961564,3.552719163878135e-12,5.780011031349404e-08,1.2322716374537563e-32
2016-01-14,0.9999989284125433,1.3068476891187204e-11,1.0715743580053056e-06,1.1139637894025979e-29
2016-01-15,0.9999999999922693,7.749611069626053e-12,1.4921949676960655e-14,2.0316377434932452e-47
2016-01-18,1.0,5.13450616026613e-15,2.295573145399824e-28,2.6646329074139435e-72
2016-01-19,1.0,1.1926270884297658e-15,3.322426726803764e-24,9.388398846323917e-65
2016-01-20,1.0,1.6836937904549335e-14,5.266189169338794e-21,4.292796041620409e-57
2016-01-21,1.0,1.9418922540525048e-17,1.9012780061308037e-38,2.6718264865674903e-96
2016-01-22,1.0,4.8879293308705376e-17,1.0308655232633278e-27,2.432837343359889e-76
2016-01-25,1.0,4.187447822393612e-16,8.02124131883535e-23,1.7292848432755424e-64
2016-01-26,1.0,3.1682533749640185e-17,1.2842863817330192e-24,1.3332691334208523e-71
2016-01-27,1.0,4.57047764040513e-19,1.889277152761768e-22,3.185988659559765e-70
2016-01-28,1.0,2.85174605340525e-17,1.6833279583882501e-21,2.3662927333839948e-64
2016-01-29,1.0,1.2270445230971745e-16,5.9332068333090606e-21,8.565710165442486e-62
2016-02-01,1.0,9.096609888960384e-16,1.964808302115211e-18,1.6543305124225933e-51
2016-02-02,1.0,7.451933026628115e-14,3.626219504483518e-17,4.0736515377800127e-48
2016-02-03,1.0,2.393094709360848e-15,2.001539121370514e-19,2.680381954333859e-54
2016-02-04,1.0,4.01206624805753e-15,1.8588906724777686e-16,3.35691184002652e-47
2016-02-05,1.0,3.4355238540582104e-14,3.479420274224921e-14,3.867838441453181e-41
2016-02-08,1.0,2.7415361782591735e-13,3.6855400014154832e-25,7.095487472460246e-61
2016-02-09,1.0,2.933936351358597e-13,5.561726781814227e-19,5.2910632223372636e-48
2016-02-10,0.9999999999899956,2.885029092132663e-12,7.401072377070886e-12,1.0743514730969329e-36
2016-02-11,1.0,3.417599603100102e-13,1.2640947036852126e-17,6.073925250569058e-45
2016-02-12,1.0,4.7770469251037564e-14,6.785560257400678e-20,2.120444918369462e-51
2016-02-15,0.9999999999990905,4.965941006712842e-13,5.5632037187598e-13,2.171517736522873e-35
2016-02-16,0.9999999999818101,1.813599103711994e-11,1.173458041226951e-16,1.2432201184674691e-45
2016-02-17,0.9999999999890861,1.127745766042396e-11,7.0920477315434e-14,3.250990221483738e-38
2016-02-18,0.9999999998863132,1.1230864297169592e-10,1.0979898974062138e-12,2.5144198810461405e-39
2016-02-19,3.535147607127497e-116,7.39426393878782e-124,1.0,2.294214304707982e-22
2016-02-22,2.1512224831063083e-90,3.279239936286852e-86,0.9999999999936335,6.1459304982062024e-12
2016-02-23,1.2421343240253229e-85,3.876428814532723e-81,0.9999999999881766,1.199930700079514e-11
2016-02-24,8.30256487983909e-79,1.1194376672394546e-74,0.9999999999881766,1.2100512908560005e-11
2016-02-25,3.856790076563249e-79,8.88514980260917e-75,0.9999999969431883,3.056910766144165e-09
2016-02-26,1.181532090063352e-87,2.645737365778626e-83,0.9999999975534593,2.446546635470296e-09
2016-02-29,9.60770413473526e-79,1.1221146474630752e-73,0.9999999972233127,2.776497463774758e-09
2016-03-01,3.8278889716121727e-91,8.055753410164131e-86,0.9999998775592832,1.2244074788622674e-07
2016-03-02,1.665237547405116e-85,2.2123711661040375e-80,0.9999999509927887,4.900731483394613e-08
2016-03-03,2.5581768445228985e-90,1.1409219424266623e-84,0.9999986274479267,1.3725520202033085e-06
2016-03-04,7.58904279340626e-79,1.5380371794906877e-72,0.9999982798686929,1.7201316782202362e-06
2016-03-07,7.588025851609627e-83,2.0495727039680034e-76,0.9999905550312566,9.444968404616086e-06
2016-03-08,7.279478213597474e-78,7.999735895681515e-71,0.9999674545063671,3.254549376939068e-05
2016-03-09,6.3342278206186636e-99,4.0809069568503163e-91,0.9999236009225466,7.639907778099269e-05
2016-03-10,2.6486779725956347e-89,8.744546528732881e-80,0.9999684618440633,3.1538155583508196e-05
2016-03-11,9.599595737403816e-78,9.050094648182166e-67,0.9999942191701592,5.7808299726322284e-06
2016-03-14,1.1601237621452487e-103,4.657234412937542e-93,0.9999871548477216,1.2845152354818418e-05
2016-03-15,3.706092686255851e-92,6.242019721592063e-81,0.9998369538410087,0.00016304615877163974
2016-03-16,8.196400373902073e-102,2.8780204480933097e-91,0.9998700551885038,0.00012994481130589638
2016-03-17,3.882560194851547e-99,3.770783499633337e-88,0.9994114116690017,0.000588588331448193
2016-03-18,3.4458848289093676e-90,1.7685575290021902e-79,0.9999460848049367,5.391519482410285e-05
2016-03-21,3.425158589686899e-99,3.2517993507227894e-88,0.9998043790588359,0.00019562094075668948
2016-03-22,1.083640292195743e-89,3.4249587228116416e-78,0.9999780889865519,2.1911013052074562e-05
2016-03-23,8.812751636405153e-80,3.491622144262557e-68,0.9999527761074631,4.722389240393547e-05
2016-03-24,8.26608962606343e-100,1.6608487403590846e-88,0.999977958508762,2.2041491359512886e-05
2016-03-25,1.8586967726928158e-100,2.1060719197341027e-89,0.999659117782834,0.0003408822176114144
2016-03-28,8.945941090429705e-85,1.04620065947949e-72,0.9999755842097617,2.441579004179528e-05
2016-03-29,1.8530259915350895e-92,6.135698583446907e-80,0.9999900675268109,9.932473196985403e-06
2016-03-30,1.2834985188701405e-82,2.353007481996445e-69,0.9999867067555428,1.329324416557126e-05
2016-03-31,9.849911347984058e-98,1.101640233490258e-84,0.9999711474435244,2.8852556047413854e-05
2016-04-01,5.200395008213713e-88,2.5741333358354076e-75,0.999994261777012,5.738223148527208e-06
2016-04-04,7.371624405925684e-81,4.4289332543042215e-68,0.9999922427442304,7.757255738629394e-06
2016-04-05,6.7102077282353474e-102,2.1660731578902622e-89,0.9999988875394413,1.1124610081782555e-06
2016-04-06,1.4038997624596445e-85,1.2059292849513353e-72,0.9999965387028955,3.4612975076286744e-06
2016-04-07,2.6381662112939167e-87,3.1250982240282054e-75,0.9999797225228116,2.027747681033203e-05
2016-04-08,1.1182907333179767e-83,1.535366244763449e-70,0.9999971742039542,2.8257958785381783e-06
2016-04-11,6.936332506619112e-107,2.3341223116886673e-89,0.999998969736756,1.030262940136379e-06
2016-04-12,1.1622252445148868e-98,1.3760661875107906e-80,0.9999999611727625,3.882692710870964e-08
2016-04-13,2.592405226579299e-107,6.744914737963366e-89,0.9999999335068446,6.649330672295827e-08
2016-04-14,8.64899178240281e-97,2.3987806406996487e-70,0.9999958199483497,4.180051373850318e-06
2016-04-15,4.6176152295715525e-119,3.4389075155880082e-93,0.999999451443878,5.485564735680422e-07
2016-04-18,7.1234027868328785e-115,4.67758004923935e-90,0.9999931919842137,6.808015333067562e-06
2016-04-19,1.7279098522369388e-98,3.182398577837708e-72,0.9999993101030319,6.898971705445918e-07
2016-04-20,3.2800078946483792e-111,6.428381736976691e-85,0.9999999627743825,3.722559429769867e-08
2016-04-21,7.344685347994873e-104,3.388741219752382e-76,0.9999799993847035,2.00006155613143e-05
2016-04-22,1.7083589942654722e-113,9.553326379936834e-85,0.9998555568091609,0.0001444431905769055
2016-04-25,1.729129970501451e-105,2.0335137065271308e-75,0.9999828601862695,1.7139813513000365e-05
2016-04-26,3.542530445556417e-120,8.2055821454117e-88,0.9963455837522647,0.0036544162476221283
2016-04-27,6.520918590510017e-115,1.1110361871041311e-79,0.9997630504085252,0.00023694959188387606
2016-04-28,4.723154896640059e-113,1.260047134866942e-77,0.9999673756411945,3.2624359062030425e-05
2016-04-29,2.4248260041545915e-118,6.729161882889485e-83,0.9999915639765499,8.436023394309525e-06
2016-05-02,6.235235524622372e-123,2.396988209847443e-85,0.8482205002675203,0.15177949973234256
